IEL_ID,region_id,species,alignment37_start,alignment37_end,alignment37_length,IEL_alignment3_start,IEL_alignment3_end,IEL_alignment3_length,IEL_alignment3_label,IEL_projection_class,IEL_support_type,IEL_projection_resolved,n_deletion_events,n_insertion_events,n_all_pairs,n_informative_topological_pairs,n_independent_recurrent_pairs,n_probable_ancestral_remodeling_pairs,n_ambiguous_ancestral_pairs,independent_fraction,remodeling_fraction,IEL_local_composition,IEL_topological_hotspot_class,ecm_n_overlap,ecm_overlap_ids,ecm_overlap_subtypes,ecm_overlap_relations,ecm_overlap_total_length,ecm_nearest_id,ecm_nearest_subtype,ecm_nearest_distance,ecm_nearest_relation,ecm_left_id,ecm_left_subtype,ecm_left_distance,ecm_right_id,ecm_right_subtype,ecm_right_distance,mast_nearest_distance,mast_n_within_25,ugua_n_overlap,ugua_overlap_ids,ugua_overlap_subtypes,ugua_overlap_relations,ugua_overlap_total_length,ugua_nearest_id,ugua_nearest_subtype,ugua_nearest_distance,ugua_nearest_relation,ugua_left_id,ugua_left_subtype,ugua_left_distance,ugua_right_id,ugua_right_subtype,ugua_right_distance,pas_n_overlap,pas_overlap_ids,pas_overlap_subtypes,pas_overlap_relations,pas_overlap_total_length,pas_nearest_id,pas_nearest_subtype,pas_nearest_distance,pas_nearest_relation,pas_left_id,pas_left_subtype,pas_left_distance,pas_right_id,pas_right_subtype,pas_right_distance,cleavage_n_overlap,cleavage_overlap_ids,cleavage_overlap_subtypes,cleavage_nearest_id,cleavage_nearest_subtype,cleavage_nearest_distance,cleavage_nearest_side,cleavage_nearest_boundary,dse_n_overlap,dse_overlap_ids,dse_overlap_subtypes,dse_overlap_relations,dse_overlap_total_length,dse_nearest_id,dse_nearest_subtype,dse_nearest_distance,dse_nearest_relation,dse_left_id,dse_left_subtype,dse_left_distance,dse_right_id,dse_right_subtype,dse_right_distance,structure_mfe_n_overlap,structure_mfe_overlap_types,structure_mfe_overlap_ids,structure_mfe_primary_type,structure_mfe_primary_relation,structure_mfe_nearest_type,structure_mfe_nearest_id,structure_mfe_nearest_distance,structure_mfe_boundary_distance,structure_mfe_near_boundary,structure_centroid_n_overlap,structure_centroid_overlap_types,structure_centroid_overlap_ids,structure_centroid_primary_type,structure_centroid_primary_relation,structure_centroid_nearest_type,structure_centroid_nearest_id,structure_centroid_nearest_distance,structure_centroid_boundary_distance,structure_centroid_near_boundary,ECM_context,APA_feature_profile,APA_context_class,structure_consensus_type,structure_model_agreement,architectural_formula,architectural_domain_class
IEL_015,14,D.melanogaster,912,916,5,534,536,3,534|536,between_columns,between_columns,True,8,1,,,14,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0010,ECM_12,32,downstream,Ras85D_EBC_MEL_ECM_0010,ECM_12,32,Ras85D_EBC_MEL_ECM_0011,ECM_06,199,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0006,UGUA,12,downstream,Ras85D_EBC_MEL_UGUA_0006,UGUA,12,Ras85D_EBC_MEL_UGUA_0007,UGUA,25,0,,,,0,Ras85D_EBC_MEL_PAS_0005,1.5,9,upstream,Ras85D_EBC_MEL_PAS_0004,1.5,125,Ras85D_EBC_MEL_PAS_0005,1.5,9,0,,,Ras85D_EBC_MEL_CLV_0007,weak,15,upstream,551|551,0,,,,0,Ras85D_EBC_MEL_DSE_0002,down-st,28,upstream,Ras85D_EBC_MEL_DSE_0001,down-st,500,Ras85D_EBC_MEL_DSE_0002,down-st,28,1,stem,Ras85D_CTX_MEL_MFE_STEM_0048,stem,inside,stem,Ras85D_CTX_MEL_MFE_STEM_0048,0,3,False,1,stem,Ras85D_CTX_MEL_CENTROID_STEM_0040,stem,inside,stem,Ras85D_CTX_MEL_CENTROID_STEM_0040,0,3,False,between_ECM,UGUA+PAS+CLEAVAGE,PAS_cleavage_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_015,14,D.yakuba,912,916,5,534,536,3,534|536,between_columns,between_columns,True,8,1,,,14,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0010,ECM_12,32,downstream,Ras85D_EBC_YAK_ECM_0010,ECM_12,32,Ras85D_EBC_YAK_ECM_0011,ECM_06,199,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0006,UGUA,12,downstream,Ras85D_EBC_YAK_UGUA_0006,UGUA,12,Ras85D_EBC_YAK_UGUA_0007,UGUA,25,0,,,,0,Ras85D_EBC_YAK_PAS_0005,1.5,25,upstream,Ras85D_EBC_YAK_PAS_0004,1.5,110,Ras85D_EBC_YAK_PAS_0005,1.5,25,0,,,Ras85D_EBC_YAK_CLV_0005,weak,48,upstream,584|584,0,,,,0,Ras85D_EBC_YAK_DSE_0005,down-st,44,upstream,Ras85D_EBC_YAK_DSE_0004,down-st,225,Ras85D_EBC_YAK_DSE_0005,down-st,44,2,multiloop;stem,Ras85D_CTX_YAK_MFE_MULTILOOP_0011;Ras85D_CTX_YAK_MFE_STEM_0054,multiloop,contains,multiloop,Ras85D_CTX_YAK_MFE_MULTILOOP_0011,0,0,True,1,multiloop,Ras85D_CTX_YAK_CENTROID_MULTILOOP_0009,multiloop,inside,multiloop,Ras85D_CTX_YAK_CENTROID_MULTILOOP_0009,0,7,False,between_ECM,UGUA+PAS,partial_APA_neighborhood,multiloop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_015,14,D.virilis,912,916,5,535,536,2,535|536,between_columns,between_columns,True,8,1,,,14,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0008,ECM_12,33,downstream,Ras85D_EBC_VIR_ECM_0008,ECM_12,33,Ras85D_EBC_VIR_ECM_0009,ECM_06,197,,0,1,Ras85D_EBC_VIR_UGUA_0008,UGUA,inside,2,Ras85D_EBC_VIR_UGUA_0008,UGUA,0,inside,Ras85D_EBC_VIR_UGUA_0007,UGUA,17,Ras85D_EBC_VIR_UGUA_0009,UGUA,38,0,,,,0,Ras85D_EBC_VIR_PAS_0007,1.5,29,downstream,Ras85D_EBC_VIR_PAS_0007,1.5,29,Ras85D_EBC_VIR_PAS_0008,1.5,227,0,,,Ras85D_EBC_VIR_CLV_0004,strong,31,downstream,504|504,1,Ras85D_EBC_VIR_DSE_0007,down-st,inside_at_right_boundary,2,Ras85D_EBC_VIR_DSE_0007,down-st,0,inside_at_right_boundary,Ras85D_EBC_VIR_DSE_0006,down-st,64,Ras85D_EBC_VIR_DSE_0008,down-st,105,1,internal_loop,Ras85D_CTX_VIR_MFE_INTERNAL_LOOP_0033,internal_loop,inside_at_left_boundary,internal_loop,Ras85D_CTX_VIR_MFE_INTERNAL_LOOP_0033,0,0,True,1,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0030,internal_loop,inside,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0030,0,1,True,between_ECM,UGUA+DSE,partial_APA_neighborhood,internal_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_016,15,D.melanogaster,957,959,3,568,569,2,568|569,between_columns,between_columns,True,11,1,,,35,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0010,ECM_12,66,downstream,Ras85D_EBC_MEL_ECM_0010,ECM_12,66,Ras85D_EBC_MEL_ECM_0011,ECM_06,166,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0007,UGUA,4,downstream,Ras85D_EBC_MEL_UGUA_0007,UGUA,4,Ras85D_EBC_MEL_UGUA_0008,UGUA,7,0,,,,0,Ras85D_EBC_MEL_PAS_0005,1.5,18,downstream,Ras85D_EBC_MEL_PAS_0005,1.5,18,Ras85D_EBC_MEL_PAS_0006,2.5,52,0,,,Ras85D_EBC_MEL_CLV_0007,weak,17,downstream,551|551,1,Ras85D_EBC_MEL_DSE_0002,down-st,crosses_right_boundary,1,Ras85D_EBC_MEL_DSE_0002,down-st,0,crosses_right_boundary,Ras85D_EBC_MEL_DSE_0001,down-st,534,Ras85D_EBC_MEL_DSE_0003,down-st,82,1,hairpin_loop,Ras85D_CTX_MEL_MFE_HAIRPIN_LOOP_0008,hairpin_loop,inside_at_right_boundary,hairpin_loop,Ras85D_CTX_MEL_MFE_HAIRPIN_LOOP_0008,0,0,True,1,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0007,hairpin_loop,inside_at_right_boundary,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0007,0,0,True,between_ECM,UGUA+PAS+CLEAVAGE+DSE,complete_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_016,15,D.yakuba,957,959,3,568,569,2,568|569,between_columns,between_columns,True,11,1,,,35,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0010,ECM_12,66,downstream,Ras85D_EBC_YAK_ECM_0010,ECM_12,66,Ras85D_EBC_YAK_ECM_0011,ECM_06,166,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0007,UGUA,4,downstream,Ras85D_EBC_YAK_UGUA_0007,UGUA,4,Ras85D_EBC_YAK_UGUA_0008,UGUA,669,0,,,,0,Ras85D_EBC_YAK_PAS_0005,1.5,2,downstream,Ras85D_EBC_YAK_PAS_0005,1.5,2,Ras85D_EBC_YAK_PAS_0006,2.5,85,0,,,Ras85D_EBC_YAK_CLV_0005,weak,15,upstream,584|584,0,,,,0,Ras85D_EBC_YAK_DSE_0005,down-st,11,upstream,Ras85D_EBC_YAK_DSE_0004,down-st,259,Ras85D_EBC_YAK_DSE_0005,down-st,11,1,hairpin_loop,Ras85D_CTX_YAK_MFE_HAIRPIN_LOOP_0008,hairpin_loop,inside_at_right_boundary,hairpin_loop,Ras85D_CTX_YAK_MFE_HAIRPIN_LOOP_0008,0,0,True,1,hairpin_loop,Ras85D_CTX_YAK_CENTROID_HAIRPIN_LOOP_0009,hairpin_loop,inside_at_right_boundary,hairpin_loop,Ras85D_CTX_YAK_CENTROID_HAIRPIN_LOOP_0009,0,0,True,between_ECM,UGUA+PAS+CLEAVAGE+DSE,complete_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_016,15,D.virilis,957,959,3,585,586,2,585|586,between_columns,between_columns,True,11,1,,,35,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0008,ECM_12,83,downstream,Ras85D_EBC_VIR_ECM_0008,ECM_12,83,Ras85D_EBC_VIR_ECM_0009,ECM_06,147,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0009,UGUA,8,downstream,Ras85D_EBC_VIR_UGUA_0009,UGUA,8,Ras85D_EBC_VIR_UGUA_0010,UGUA,346,0,,,,0,Ras85D_EBC_VIR_PAS_0007,1.5,79,downstream,Ras85D_EBC_VIR_PAS_0007,1.5,79,Ras85D_EBC_VIR_PAS_0008,1.5,177,0,,,Ras85D_EBC_VIR_CLV_0005,weak,3,upstream,589|589,0,,,,0,Ras85D_EBC_VIR_DSE_0007,down-st,49,downstream,Ras85D_EBC_VIR_DSE_0007,down-st,49,Ras85D_EBC_VIR_DSE_0008,down-st,55,2,internal_loop;stem,Ras85D_CTX_VIR_MFE_INTERNAL_LOOP_0035;Ras85D_CTX_VIR_MFE_STEM_0056,stem,crosses_right_boundary,stem,Ras85D_CTX_VIR_MFE_STEM_0056,0,0,True,1,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0006,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0006,0,5,False,between_ECM,UGUA+CLEAVAGE,partial_APA_neighborhood,MFE:stem|centroid:hairpin_loop,MFE_centroid_disagreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_017,16,D.melanogaster,989,991,3,605,606,2,605|606,between_columns,between_columns,True,9,1,,,5,,,1.0,,mixed_deletion_insertion,mixed_recurrent_and_nested,0,,,,0,Ras85D_EBC_MEL_ECM_0010,ECM_12,103,downstream,Ras85D_EBC_MEL_ECM_0010,ECM_12,103,Ras85D_EBC_MEL_ECM_0011,ECM_06,129,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0008,UGUA,26,downstream,Ras85D_EBC_MEL_UGUA_0008,UGUA,26,Ras85D_EBC_MEL_UGUA_0009,UGUA,54,0,,,,0,Ras85D_EBC_MEL_PAS_0006,2.5,15,upstream,Ras85D_EBC_MEL_PAS_0005,1.5,55,Ras85D_EBC_MEL_PAS_0006,2.5,15,0,,,Ras85D_EBC_MEL_CLV_0007,weak,54,downstream,551|551,0,,,,0,Ras85D_EBC_MEL_DSE_0002,down-st,37,downstream,Ras85D_EBC_MEL_DSE_0002,down-st,37,Ras85D_EBC_MEL_DSE_0003,down-st,45,1,stem,Ras85D_CTX_MEL_MFE_STEM_0054,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_MFE_STEM_0054,0,0,True,1,stem,Ras85D_CTX_MEL_CENTROID_STEM_0045,stem,inside_at_left_boundary,stem,Ras85D_CTX_MEL_CENTROID_STEM_0045,0,0,True,between_ECM,PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_017,16,D.yakuba,989,991,3,605,606,2,605|606,between_columns,between_columns,True,9,1,,,5,,,1.0,,mixed_deletion_insertion,mixed_recurrent_and_nested,0,,,,0,Ras85D_EBC_YAK_ECM_0010,ECM_12,103,downstream,Ras85D_EBC_YAK_ECM_0010,ECM_12,103,Ras85D_EBC_YAK_ECM_0011,ECM_06,129,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0007,UGUA,41,downstream,Ras85D_EBC_YAK_UGUA_0007,UGUA,41,Ras85D_EBC_YAK_UGUA_0008,UGUA,632,0,,,,0,Ras85D_EBC_YAK_PAS_0005,1.5,39,downstream,Ras85D_EBC_YAK_PAS_0005,1.5,39,Ras85D_EBC_YAK_PAS_0006,2.5,48,0,,,Ras85D_EBC_YAK_CLV_0005,weak,21,downstream,584|584,0,,,,0,Ras85D_EBC_YAK_DSE_0005,down-st,21,downstream,Ras85D_EBC_YAK_DSE_0005,down-st,21,Ras85D_EBC_YAK_DSE_0006,down-st,61,1,hairpin_loop,Ras85D_CTX_YAK_MFE_HAIRPIN_LOOP_0009,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_YAK_MFE_HAIRPIN_LOOP_0009,0,3,False,1,hairpin_loop,Ras85D_CTX_YAK_CENTROID_HAIRPIN_LOOP_0010,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_YAK_CENTROID_HAIRPIN_LOOP_0010,0,3,False,between_ECM,CLEAVAGE+DSE,cleavage_DSE_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_017,16,D.virilis,989,991,3,611,613,3,611-613,partially_gapped,label_interval,True,9,1,,,5,,,1.0,,mixed_deletion_insertion,mixed_recurrent_and_nested,0,,,,0,Ras85D_EBC_VIR_ECM_0008,ECM_12,109,downstream,Ras85D_EBC_VIR_ECM_0008,ECM_12,109,Ras85D_EBC_VIR_ECM_0009,ECM_06,120,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0009,UGUA,34,downstream,Ras85D_EBC_VIR_UGUA_0009,UGUA,34,Ras85D_EBC_VIR_UGUA_0010,UGUA,319,0,,,,0,Ras85D_EBC_VIR_PAS_0007,1.5,105,downstream,Ras85D_EBC_VIR_PAS_0007,1.5,105,Ras85D_EBC_VIR_PAS_0008,1.5,150,0,,,Ras85D_EBC_VIR_CLV_0005,weak,22,downstream,589|589,0,,,,0,Ras85D_EBC_VIR_DSE_0008,down-st,28,upstream,Ras85D_EBC_VIR_DSE_0007,down-st,75,Ras85D_EBC_VIR_DSE_0008,down-st,28,1,hairpin_loop,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0007,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0007,0,2,True,1,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0007,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_VIR_CENTROID_HAIRPIN_LOOP_0007,0,2,True,between_ECM,CLEAVAGE,partial_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_018,17,D.melanogaster,1022,1023,2,621,636,16,621|636,between_columns,between_columns,True,7,1,,,13,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0011,ECM_06,99,upstream,Ras85D_EBC_MEL_ECM_0010,ECM_12,119,Ras85D_EBC_MEL_ECM_0011,ECM_06,99,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0009,UGUA,24,upstream,Ras85D_EBC_MEL_UGUA_0008,UGUA,42,Ras85D_EBC_MEL_UGUA_0009,UGUA,24,1,Ras85D_EBC_MEL_PAS_0006,2.5,inside_at_left_boundary,16,Ras85D_EBC_MEL_PAS_0006,2.5,0,inside_at_left_boundary,Ras85D_EBC_MEL_PAS_0005,1.5,71,Ras85D_EBC_MEL_PAS_0007,1.5,245,0,,,Ras85D_EBC_MEL_CLV_0008,weak,25,upstream,661|661,0,,,,0,Ras85D_EBC_MEL_DSE_0003,down-st,15,upstream,Ras85D_EBC_MEL_DSE_0002,down-st,53,Ras85D_EBC_MEL_DSE_0003,down-st,15,1,hairpin_loop,Ras85D_CTX_MEL_MFE_HAIRPIN_LOOP_0009,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_MEL_MFE_HAIRPIN_LOOP_0009,0,2,True,1,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0008,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0008,0,2,True,between_ECM,UGUA+PAS+CLEAVAGE+DSE,complete_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_018,17,D.yakuba,1022,1023,2,621,636,16,621|636,between_columns,between_columns,True,7,1,,,13,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0011,ECM_06,99,upstream,Ras85D_EBC_YAK_ECM_0010,ECM_12,119,Ras85D_EBC_YAK_ECM_0011,ECM_06,99,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0007,UGUA,57,downstream,Ras85D_EBC_YAK_UGUA_0007,UGUA,57,Ras85D_EBC_YAK_UGUA_0008,UGUA,602,0,,,,0,Ras85D_EBC_YAK_PAS_0006,2.5,18,upstream,Ras85D_EBC_YAK_PAS_0005,1.5,55,Ras85D_EBC_YAK_PAS_0006,2.5,18,0,,,Ras85D_EBC_YAK_CLV_0005,weak,37,downstream,584|584,0,,,,0,Ras85D_EBC_YAK_DSE_0006,down-st,31,upstream,Ras85D_EBC_YAK_DSE_0005,down-st,37,Ras85D_EBC_YAK_DSE_0006,down-st,31,1,stem,Ras85D_CTX_YAK_MFE_STEM_0059,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0059,0,1,True,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0037,stem,inside,stem,Ras85D_CTX_YAK_CENTROID_STEM_0037,0,1,True,between_ECM,PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_018,17,D.virilis,1022,1023,2,642,643,2,642-643,partially_gapped,label_interval,True,7,1,,,13,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0009,ECM_06,90,upstream,Ras85D_EBC_VIR_ECM_0008,ECM_12,140,Ras85D_EBC_VIR_ECM_0009,ECM_06,90,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0009,UGUA,65,downstream,Ras85D_EBC_VIR_UGUA_0009,UGUA,65,Ras85D_EBC_VIR_UGUA_0010,UGUA,289,0,,,,0,Ras85D_EBC_VIR_PAS_0008,1.5,120,upstream,Ras85D_EBC_VIR_PAS_0007,1.5,136,Ras85D_EBC_VIR_PAS_0008,1.5,120,0,,,Ras85D_EBC_VIR_CLV_0005,weak,53,downstream,589|589,1,Ras85D_EBC_VIR_DSE_0008,down-st,inside,2,Ras85D_EBC_VIR_DSE_0008,down-st,0,inside,Ras85D_EBC_VIR_DSE_0007,down-st,106,Ras85D_EBC_VIR_DSE_0009,down-st,25,1,stem,Ras85D_CTX_VIR_MFE_STEM_0061,stem,inside,stem,Ras85D_CTX_VIR_MFE_STEM_0061,0,4,False,2,multiloop;stem,Ras85D_CTX_VIR_CENTROID_MULTILOOP_0013;Ras85D_CTX_VIR_CENTROID_STEM_0054,multiloop,contains,multiloop,Ras85D_CTX_VIR_CENTROID_MULTILOOP_0013,0,0,True,between_ECM,DSE,partial_APA_neighborhood,MFE:stem|centroid:multiloop,MFE_centroid_disagreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_019,18,D.melanogaster,1169,1188,20,621,636,16,621|636,between_columns,between_columns,True,8,1,,,24,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_MEL_ECM_0011,ECM_06,99,upstream,Ras85D_EBC_MEL_ECM_0010,ECM_12,119,Ras85D_EBC_MEL_ECM_0011,ECM_06,99,,0,0,,,,0,Ras85D_EBC_MEL_UGUA_0009,UGUA,24,upstream,Ras85D_EBC_MEL_UGUA_0008,UGUA,42,Ras85D_EBC_MEL_UGUA_0009,UGUA,24,1,Ras85D_EBC_MEL_PAS_0006,2.5,inside_at_left_boundary,16,Ras85D_EBC_MEL_PAS_0006,2.5,0,inside_at_left_boundary,Ras85D_EBC_MEL_PAS_0005,1.5,71,Ras85D_EBC_MEL_PAS_0007,1.5,245,0,,,Ras85D_EBC_MEL_CLV_0008,weak,25,upstream,661|661,0,,,,0,Ras85D_EBC_MEL_DSE_0003,down-st,15,upstream,Ras85D_EBC_MEL_DSE_0002,down-st,53,Ras85D_EBC_MEL_DSE_0003,down-st,15,1,hairpin_loop,Ras85D_CTX_MEL_MFE_HAIRPIN_LOOP_0009,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_MEL_MFE_HAIRPIN_LOOP_0009,0,2,True,1,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0008,hairpin_loop,inside,hairpin_loop,Ras85D_CTX_MEL_CENTROID_HAIRPIN_LOOP_0008,0,2,True,between_ECM,UGUA+PAS+CLEAVAGE+DSE,complete_APA_neighborhood,hairpin_loop,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_019,18,D.yakuba,1169,1188,20,621,636,16,621|636,between_columns,between_columns,True,8,1,,,24,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_YAK_ECM_0011,ECM_06,99,upstream,Ras85D_EBC_YAK_ECM_0010,ECM_12,119,Ras85D_EBC_YAK_ECM_0011,ECM_06,99,,0,0,,,,0,Ras85D_EBC_YAK_UGUA_0007,UGUA,57,downstream,Ras85D_EBC_YAK_UGUA_0007,UGUA,57,Ras85D_EBC_YAK_UGUA_0008,UGUA,602,0,,,,0,Ras85D_EBC_YAK_PAS_0006,2.5,18,upstream,Ras85D_EBC_YAK_PAS_0005,1.5,55,Ras85D_EBC_YAK_PAS_0006,2.5,18,0,,,Ras85D_EBC_YAK_CLV_0005,weak,37,downstream,584|584,0,,,,0,Ras85D_EBC_YAK_DSE_0006,down-st,31,upstream,Ras85D_EBC_YAK_DSE_0005,down-st,37,Ras85D_EBC_YAK_DSE_0006,down-st,31,1,stem,Ras85D_CTX_YAK_MFE_STEM_0059,stem,inside,stem,Ras85D_CTX_YAK_MFE_STEM_0059,0,1,True,1,stem,Ras85D_CTX_YAK_CENTROID_STEM_0037,stem,inside,stem,Ras85D_CTX_YAK_CENTROID_STEM_0037,0,1,True,between_ECM,PAS,partial_APA_neighborhood,stem,MFE_centroid_agreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
IEL_019,18,D.virilis,1169,1188,20,683,684,2,683|684,between_columns,between_columns,True,8,1,,,24,,,1.0,,mixed_deletion_insertion,recurrent_breakpoint_hotspot,0,,,,0,Ras85D_EBC_VIR_ECM_0009,ECM_06,49,upstream,Ras85D_EBC_VIR_ECM_0008,ECM_12,181,Ras85D_EBC_VIR_ECM_0009,ECM_06,49,,0,0,,,,0,Ras85D_EBC_VIR_UGUA_0009,UGUA,106,downstream,Ras85D_EBC_VIR_UGUA_0009,UGUA,106,Ras85D_EBC_VIR_UGUA_0010,UGUA,248,0,,,,0,Ras85D_EBC_VIR_PAS_0008,1.5,79,upstream,Ras85D_EBC_VIR_PAS_0007,1.5,177,Ras85D_EBC_VIR_PAS_0008,1.5,79,0,,,Ras85D_EBC_VIR_CLV_0005,weak,94,downstream,589|589,0,,,,0,Ras85D_EBC_VIR_DSE_0009,down-st,11,downstream,Ras85D_EBC_VIR_DSE_0009,down-st,11,Ras85D_EBC_VIR_DSE_0010,down-st,195,2,hairpin_loop;stem,Ras85D_CTX_VIR_MFE_HAIRPIN_LOOP_0009;Ras85D_CTX_VIR_MFE_STEM_0066,stem,crosses_right_boundary,stem,Ras85D_CTX_VIR_MFE_STEM_0066,0,0,True,1,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0033,internal_loop,inside,internal_loop,Ras85D_CTX_VIR_CENTROID_INTERNAL_LOOP_0033,0,9,False,between_ECM,DSE,partial_APA_neighborhood,MFE:stem|centroid:internal_loop,MFE_centroid_disagreement,ECM_INTERFACE+APA+RNA_STRUCTURE,composite_interface_APA_structure_domain
